1121970000,1
1086360000,2
1043740000,4
1031730000,8
612340000,16
404900000,1
390610000,2
377170000,4
348960000,8
191150000,16
289330000,1
281210000,2
227460000,4
219470000,8
101660000,16
193510000,1
188030000,2
162230000,4
156600000,8
84490000,16
152900000,1
149030000,2
141480000,4
118480000,8
60370000,16
